review_item_id,source_id,source_name,risk_type,review_status,review_required_reason,automation_blocked,human_review_only,credential_required,terms_url_or_note,priority,collectors_active,monitors_active,live_fetch_performed,live_source_coverage
REVIEW-SC-DEPARTMENT-OF-PUBLIC-SAFE-D82212,SC-DEPARTMENT-OF-PUBLIC-SAFE-D82212,SC Department of Public Safety Office of Highway Safety and Justice Programs,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://scdps.sc.gov/ohsjp,2,False,False,False,False
REVIEW-SC-DES-SECTION-319-NONPOINT-1174F0,SC-DES-SECTION-319-NONPOINT-1174F0,SC DES Section 319 Nonpoint Source and SRF,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://des.sc.gov/programs/bureau-water/state-revolving-fund-srf-program,2,False,False,False,False
REVIEW-SC-OPIOID-RECOVERY-FUND-BOAR-245B6F,SC-OPIOID-RECOVERY-FUND-BOAR-245B6F,SC Opioid Recovery Fund Board,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://scorf.sc.gov/,2,False,False,False,False
REVIEW-SCDES-DAM-REPAIR-ASSISTANCE-AC197D,SCDES-DAM-REPAIR-ASSISTANCE-AC197D,SCDES Dam Repair Assistance Grant,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://des.sc.gov/,2,False,False,False,False
REVIEW-USDA-FNA-FUNDING-GRANTS-INDE-AEC1F6,USDA-FNA-FUNDING-GRANTS-INDE-AEC1F6,USDA FNA Funding / Grants Index,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fna.usda.gov/grants,2,False,False,False,False
REVIEW-USDA-NIFA-FEDERALLY-RECOGNIZ-E11F8B,USDA-NIFA-FEDERALLY-RECOGNIZ-E11F8B,USDA NIFA Federally-Recognized Tribes Extension Program (FRTEP),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/programs/federally-recognized-tribes-extension-program-frtep,2,False,False,False,False
REVIEW-USDA-NIFA-NEW-BEGINNING-FOR-A30EDF,USDA-NIFA-NEW-BEGINNING-FOR-A30EDF,USDA NIFA New Beginning for Tribal Students (NBTS),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/funding-opportunities/new-beginning-tribal-students-program,2,False,False,False,False
REVIEW-USDA-NIFA-TRIBAL-COLLEGES-ED-8A43AF,USDA-NIFA-TRIBAL-COLLEGES-ED-8A43AF,USDA NIFA Tribal Colleges Education Equity Grants (TCEG),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/programs/tribal-colleges-equity-grants-program-tceg,2,False,False,False,False
REVIEW-USDA-NIFA-TRIBAL-COLLEGES-EX-21FB2B,USDA-NIFA-TRIBAL-COLLEGES-EX-21FB2B,USDA NIFA Tribal Colleges Extension Program (TCEP-CA and TCEP-SE),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/programs/tribal-colleges-extension-program-capacity-applications-tcep-ca,2,False,False,False,False
REVIEW-USDA-OFFICE-OF-TRIBAL-RELATI-CECF64,USDA-OFFICE-OF-TRIBAL-RELATI-CECF64,USDA Office of Tribal Relations,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.usda.gov/about-usda/general-information/staff-offices/office-tribal-relations,2,False,False,False,False
REVIEW-USDA-RD-DISTANCE-LEARNING-TE-93354E,USDA-RD-DISTANCE-LEARNING-TE-93354E,USDA RD Distance Learning & Telemedicine (DLT),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/telecommunications-programs/distance-learning-telemedicine-grants,2,False,False,False,False
REVIEW-USDA-RD-GRANTS-FOR-RURAL-AND-C4576C,USDA-RD-GRANTS-FOR-RURAL-AND-C4576C,USDA RD Grants for Rural and Native Alaskan Villages,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/water-environmental-programs/grants-rural-and-native-alaskan-villages,2,False,False,False,False
REVIEW-USDA-RD-NATIVE-CDFI-RELENDIN-13D91B,USDA-RD-NATIVE-CDFI-RELENDIN-13D91B,USDA RD Native CDFI Relending Demonstration Program,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/single-family-housing-programs/native-community-development-financial-institution-relending-demonstration-program,2,False,False,False,False
REVIEW-USDA-RD-RECONNECT-PROGRAM-4E55AA,USDA-RD-RECONNECT-PROGRAM-4E55AA,USDA RD ReConnect Program,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.usda.gov/reconnect,2,False,False,False,False
REVIEW-USDA-RD-RURAL-BUSINESS-DEVEL-B448DB,USDA-RD-RURAL-BUSINESS-DEVEL-B448DB,USDA RD Rural Business Development Grants (RBDG),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/business-programs/rural-business-development-grants,2,False,False,False,False
REVIEW-USDA-RD-RURAL-COMMUNITY-DEVE-3C5301,USDA-RD-RURAL-COMMUNITY-DEVE-3C5301,USDA RD Rural Community Development Initiative (RCDI),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/community-facilities/rural-community-development-initiative-grants,2,False,False,False,False
REVIEW-USDA-RD-SITE-WIDE-RSS-FEED-17C90C,USDA-RD-SITE-WIDE-RSS-FEED-17C90C,USDA RD Site-wide RSS Feed,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/rss.xml,2,False,False,False,False
REVIEW-USDA-RD-SUBSTANTIALLY-UNDERS-8A06DB,USDA-RD-SUBSTANTIALLY-UNDERS-8A06DB,USDA RD Substantially Underserved Trust Area (SUTA),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/about-rd/initiatives/substantially-underserved-trust-area-suta,2,False,False,False,False
REVIEW-USDA-RD-TRIBAL-COLLEGE-INITI-3AFA02,USDA-RD-TRIBAL-COLLEGE-INITI-3AFA02,USDA RD Tribal College Initiative Grants,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/community-facilities/tribal-college-initiative-grants,2,False,False,False,False
REVIEW-USDA-RD-WATER-WASTE-LOANS-GR-233E8E,USDA-RD-WATER-WASTE-LOANS-GR-233E8E,USDA RD Water & Waste Loans/Grants - Tribal Lands,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/water-environmental-programs/water-and-waste-facility-loans-and-grants-alleviate-health-risks-tribal-lands,2,False,False,False,False
REVIEW-ASSISTANCE-TO-FIREFIGHTERS-G-5EC54E,ASSISTANCE-TO-FIREFIGHTERS-G-5EC54E,Assistance to Firefighters Grants (AFG),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/preparedness/firefighters/assistance-grants,3,False,False,False,False
REVIEW-CENTRAL-CAROLINA-COMMUNITY-F-9B055A,CENTRAL-CAROLINA-COMMUNITY-F-9B055A,Central Carolina Community Foundation,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.yourfoundation.org/for-nonprofits/grant-opportunities/,3,False,False,False,False
REVIEW-COASTAL-COMMUNITY-FOUNDATION-A3C252,COASTAL-COMMUNITY-FOUNDATION-A3C252,Coastal Community Foundation of South Carolina,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://coastalcommunityfoundation.org/competitive-grants/,3,False,False,False,False
REVIEW-FEMA-GO-GRANTS-OUTCOMES-PORT-3B6FEC,FEMA-GO-GRANTS-OUTCOMES-PORT-3B6FEC,FEMA GO (Grants Outcomes) portal,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/guidance-tools/fema-go,3,False,False,False,False
REVIEW-HUD-GEMS-GRANTS-EVALUATION-A-F70DCC,HUD-GEMS-GRANTS-EVALUATION-A-F70DCC,HUD GEMS (Grants Evaluation and Management System),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.hud.gov/helping-americans/public-indian-housing-gems,3,False,False,False,False
REVIEW-NAGPRA-GRANT-AWARDS-DATABASE-349011,NAGPRA-GRANT-AWARDS-DATABASE-349011,NAGPRA grant awards database,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://apps.cr.nps.gov/nagprapublic/home/grant,3,False,False,False,False
REVIEW-NATIVE-CDFI-NETWORK-47714C,NATIVE-CDFI-NETWORK-47714C,Native CDFI Network,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://nativecdfi.net/,3,False,False,False,False
REVIEW-NEA-GRANTS-FOR-ARTS-PROJECTS-260391,NEA-GRANTS-FOR-ARTS-PROJECTS-260391,NEA Grants for Arts Projects,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.arts.gov/grants/grants-for-arts-projects,3,False,False,False,False
REVIEW-NEA-NATIVE-ARTS-AND-CULTURE-51D1C6,NEA-NATIVE-ARTS-AND-CULTURE-51D1C6,NEA Native Arts and Culture Hub,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.arts.gov/impact/native-arts-and-culture,3,False,False,False,False
REVIEW-NEH-GRANTS-3B51BD,NEH-GRANTS-3B51BD,NEH Grants,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.neh.gov/grants,3,False,False,False,False
REVIEW-NIH-REPORTER-API-V2-8C39C5,NIH-REPORTER-API-V2-8C39C5,NIH RePORTER API v2,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.reporter.nih.gov/v2/projects/search,3,False,False,False,False
REVIEW-NOAA-CLIMATE-PROGRAM-OFFICE-28DB4F,NOAA-CLIMATE-PROGRAM-OFFICE-28DB4F,NOAA Climate Program Office,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://cpo.noaa.gov/funding-opportunities,3,False,False,False,False
REVIEW-NSF-AWARD-API-66155B,NSF-AWARD-API-66155B,NSF Award API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.nsf.gov/services/v1/awards.json,3,False,False,False,False
REVIEW-NTIA-FUNDING-PROGRAMS-INDEX-2423F5,NTIA-FUNDING-PROGRAMS-INDEX-2423F5,NTIA Funding Programs Index,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.ntia.gov/funding-programs,3,False,False,False,False
REVIEW-NTIA-TRIBAL-BROADBAND-CONNEC-9BAAC8,NTIA-TRIBAL-BROADBAND-CONNEC-9BAAC8,NTIA Tribal Broadband Connectivity Program (TBCP),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.internetforall.gov/program/tribal-broadband-connectivity-program,3,False,False,False,False
REVIEW-PERKINS-CTE-TRIBAL-BIE-SET-A-6C68A1,PERKINS-CTE-TRIBAL-BIE-SET-A-6C68A1,Perkins CTE tribal / BIE set-aside,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://cte.ed.gov,3,False,False,False,False
REVIEW-PRIV-FNT,PRIV-FNT,First Nations Development Institute Grants,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.firstnations.org/grantmaking/,3,False,False,False,False
REVIEW-PRIV-NDN,PRIV-NDN,NDN Collective grantmaking,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://ndncollective.org/grantmaking/,3,False,False,False,False
REVIEW-REGISTERED-APPRENTICESHIP-ET-2A3B6E,REGISTERED-APPRENTICESHIP-ET-2A3B6E,Registered Apprenticeship (ETA),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.apprenticeship.gov,3,False,False,False,False
REVIEW-SAM-GOV-ENTITY-MANAGEMENT-AP-0BFE5E,SAM-GOV-ENTITY-MANAGEMENT-AP-0BFE5E,SAM.gov Entity Management API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://open.gsa.gov/api/entity-api/,3,False,False,False,False
REVIEW-SAM-GOV-FEDERAL-HIERARCHY-PU-102D41,SAM-GOV-FEDERAL-HIERARCHY-PU-102D41,SAM.gov Federal Hierarchy Public API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://open.gsa.gov/api/fh-public-api/,3,False,False,False,False
REVIEW-SC-ARTS-COMMISSION-GRANTS-6AF86B,SC-ARTS-COMMISSION-GRANTS-6AF86B,SC Arts Commission grants,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.southcarolinaarts.com/all-grants/,3,False,False,False,False
REVIEW-SC-CONSERVATION-BANK-41950D,SC-CONSERVATION-BANK-41950D,SC Conservation Bank,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.sccbank.sc.gov/,3,False,False,False,False
REVIEW-SC-DEPARTMENT-OF-INSURANCE-S-82AE60,SC-DEPARTMENT-OF-INSURANCE-S-82AE60,SC Department of Insurance SC Safe Home,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://doi.sc.gov/,3,False,False,False,False
REVIEW-SC-OFFICE-OF-THE-STATE-AUDIT-EC9455,SC-OFFICE-OF-THE-STATE-AUDIT-EC9455,SC Office of the State Auditor,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://osa.sc.gov/,3,False,False,False,False
REVIEW-SC-STATE-CLEARINGHOUSE-INTER-EBF26A,SC-STATE-CLEARINGHOUSE-INTER-EBF26A,SC State Clearinghouse Intergovernmental Review,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.admin.sc.gov/services/budget/state-clearinghouse-intergovernmental-review,3,False,False,False,False
REVIEW-STATE-WIOA-TITLE-I-PASS-THRO-AFEA36,STATE-WIOA-TITLE-I-PASS-THRO-AFEA36,State WIOA Title I pass-through (Adult / Youth / Dislocated Worker),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.dol.gov/agencies/eta/wioa,3,False,False,False,False
REVIEW-USDA-RD-UNNUMBERED-LETTERS-D-C7E2ED,USDA-RD-UNNUMBERED-LETTERS-D-C7E2ED,USDA RD Unnumbered Letters / Directives,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/resources/directives/unnumbered-letters,3,False,False,False,False
REVIEW-APEX-ACCELERATORS-EC80CE,APEX-ACCELERATORS-EC80CE,APEX Accelerators,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.apexaccelerators.us/,4,False,False,False,False
REVIEW-BUILDING-RESILIENT-INFRASTRU-5525F1,BUILDING-RESILIENT-INFRASTRU-5525F1,Building Resilient Infrastructure and Communities (BRIC),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/mitigation/building-resilient-infrastructure-communities,4,False,False,False,False
REVIEW-CANDID-APIS-AND-FOUNDATION-D-2A3F6E,CANDID-APIS-AND-FOUNDATION-D-2A3F6E,Candid APIs and Foundation Directory,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://candid.org/data/explore-apis/,4,False,False,False,False
REVIEW-CMS-TRIBAL-AFFAIRS-8AC2C9,CMS-TRIBAL-AFFAIRS-8AC2C9,CMS tribal affairs,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.cms.gov/about-cms/agency-information/aian,4,False,False,False,False
REVIEW-COMMERCE-MBDA-NOAA-NATIVE-PR-4EDDDF,COMMERCE-MBDA-NOAA-NATIVE-PR-4EDDDF,Commerce MBDA + NOAA Native programs,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,UNKNOWN - not verified,4,False,False,False,False
REVIEW-DOI-BUREAU-OF-TRUST-FUNDS-AD-BBF582,DOI-BUREAU-OF-TRUST-FUNDS-AD-BBF582,DOI Bureau of Trust Funds Administration,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.bia.gov/btfa,4,False,False,False,False
REVIEW-DOJ-TRIBAL-FUNDING-DIRECTORY-BE8B52,DOJ-TRIBAL-FUNDING-DIRECTORY-BE8B52,DOJ Tribal Funding Directory,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.ojp.gov/tribal-funding-directory,4,False,False,False,False
REVIEW-DOJ-TRIBAL-JUSTICE-AND-SAFET-4F1E15,DOJ-TRIBAL-JUSTICE-AND-SAFET-4F1E15,DOJ Tribal Justice and Safety,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.justice.gov/tribal,4,False,False,False,False
REVIEW-DOT-RESOURCES-FOR-TRIBES-AND-B17823,DOT-RESOURCES-FOR-TRIBES-AND-B17823,DOT Resources for Tribes and Tribal Governments,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.transportation.gov/tribal,4,False,False,False,False
REVIEW-ELECTRONIC-TRIBAL-TRANSPORTA-987047,ELECTRONIC-TRIBAL-TRANSPORTA-987047,Electronic Tribal Transportation Improvement Program (e-TTIP),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://highways.dot.gov/federal-lands/federal-lands/tribal/electronic-tribal-transportation-improvement-program-e-ttip,4,False,False,False,False
REVIEW-EPA-ENVIRONMENTAL-JUSTICE-GR-0380CA,EPA-ENVIRONMENTAL-JUSTICE-GR-0380CA,EPA Environmental Justice grants,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.epa.gov/environmentaljustice,4,False,False,False,False
REVIEW-EPA-TRIBAL-AIR-ANNOUNCEMENTS-979F65,EPA-TRIBAL-AIR-ANNOUNCEMENTS-979F65,EPA Tribal Air Announcements/Funding page,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.epa.gov/tribal-air/tribal-air-announcements-training-funding-and-other-opportunities,4,False,False,False,False
REVIEW-FEMA-GRANTS-ROOT-8EBB51,FEMA-GRANTS-ROOT-8EBB51,FEMA Grants (root),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants,4,False,False,False,False
REVIEW-FLOOD-MITIGATION-ASSISTANCE-AC5C7F,FLOOD-MITIGATION-ASSISTANCE-AC5C7F,Flood Mitigation Assistance (FMA),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/mitigation/floods,4,False,False,False,False
REVIEW-GRANTS-GOV-SYSTEM-TO-SYSTEM-AB3A7C,GRANTS-GOV-SYSTEM-TO-SYSTEM-AB3A7C,Grants.gov System-to-System (SOAP),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.grants.gov/system-to-system,4,False,False,False,False
REVIEW-HHS-ANA-PROGRAMS-A641B0,HHS-ANA-PROGRAMS-A641B0,HHS ANA Programs,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.acf.hhs.gov/ana/programs,4,False,False,False,False
REVIEW-HUD-DEAD-LEGACY-PATHS-NEGATI-F77A25,HUD-DEAD-LEGACY-PATHS-NEGATI-F77A25,HUD dead legacy paths (negative control),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.hud.gov/program_offices/public_indian_housing/ih,4,False,False,False,False
REVIEW-HUD-ONAP-CODETALK-660255,HUD-ONAP-CODETALK-660255,HUD ONAP / Codetalk,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.hud.gov/program_offices/public_indian_housing/ih,4,False,False,False,False
REVIEW-IHS-HEALTH-IT-MODERNIZATION-35151C,IHS-HEALTH-IT-MODERNIZATION-35151C,IHS Health IT Modernization Program,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.ihs.gov/aboutihs/health-it-modernization-program/,4,False,False,False,False
REVIEW-MARGARET-A-CARGILL-PHILANTHR-C88CAA,MARGARET-A-CARGILL-PHILANTHR-C88CAA,Margaret A. Cargill Philanthropies,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.macphilanthropies.org/,4,False,False,False,False
REVIEW-NASA-MUREP-1AA690,NASA-MUREP-1AA690,NASA MUREP,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nasa.gov/learning-resources/minority-university-research-education-project/,4,False,False,False,False
REVIEW-NASA-NSPIRES-4CE005,NASA-NSPIRES-4CE005,NASA NSPIRES,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://nspires.nasaprs.com/external/,4,False,False,False,False
REVIEW-NORTHWEST-AREA-FOUNDATION-C6FFBC,NORTHWEST-AREA-FOUNDATION-C6FFBC,Northwest Area Foundation,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.nwaf.org/for-grantseekers/,4,False,False,False,False
REVIEW-NSF-EPSCOR-581817,NSF-EPSCOR-581817,NSF EPSCoR,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nsf.gov/funding/initiatives/epscor,4,False,False,False,False
REVIEW-NSF-FUNDING-OPPORTUNITIES-PA-998D8E,NSF-FUNDING-OPPORTUNITIES-PA-998D8E,NSF Funding Opportunities page,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.nsf.gov/funding/opportunities,4,False,False,False,False
REVIEW-NTIA-BEAD-PROGRAM-ED271A,NTIA-BEAD-PROGRAM-ED271A,NTIA BEAD Program,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.internetforall.gov/program/broadband-equity-access-and-deployment-bead-program,4,False,False,False,False
REVIEW-NTIA-DIGITAL-EQUITY-ACT-NATI-8F3DB2,NTIA-DIGITAL-EQUITY-ACT-NATI-8F3DB2,NTIA Digital Equity Act - Native Entity Capacity & Planning,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.ntia.gov/funding-programs,4,False,False,False,False
REVIEW-OJP-CURRENT-FUNDING-OPPORTUN-6978DC,OJP-CURRENT-FUNDING-OPPORTUN-6978DC,OJP Current Funding Opportunities,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.ojp.gov/funding/explore/current-funding-opportunities,4,False,False,False,False
REVIEW-SAM-GOV-DATA-SERVICES-PORTAL-2A4BE2,SAM-GOV-DATA-SERVICES-PORTAL-2A4BE2,SAM.gov Data Services portal,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://sam.gov/data-services,4,False,False,False,False
REVIEW-SBA-7-J-MANAGEMENT-AND-TECHN-A084FA,SBA-7-J-MANAGEMENT-AND-TECHN-A084FA,SBA 7(j) Management and Technical Assistance,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.sba.gov/federal-contracting/contracting-assistance-programs/7j-management-and-technical-assistance-program,4,False,False,False,False
REVIEW-SC-BROADBAND-OFFICE-BEAD-16E0C9,SC-BROADBAND-OFFICE-BEAD-16E0C9,SC Broadband Office BEAD,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://ors.sc.gov/broadband/office/investments/state/bead,4,False,False,False,False
REVIEW-SC-SCORF,SC-SCORF,SCORF Grant Management System,human_review_only,pending,terms permit human access only; automation is not available,True,True,True,https://scorf.sc.gov/gms,4,False,False,False,False
REVIEW-SCEMD-MAIN-SITE-HSGP-SHSP-EM-4F8683,SCEMD-MAIN-SITE-HSGP-SHSP-EM-4F8683,SCEMD main site - HSGP/SHSP/EMPG absence,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.scemd.org/,4,False,False,False,False
REVIEW-STATE-AND-LOCAL-CYBERSECURIT-17C7B2,STATE-AND-LOCAL-CYBERSECURIT-17C7B2,State and Local Cybersecurity Grant Program (SLCGP),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/preparedness/state-local-cybersecurity,4,False,False,False,False
REVIEW-TRIBAL-CYBERSECURITY-GRANT-P-0C67C6,TRIBAL-CYBERSECURITY-GRANT-P-0C67C6,Tribal Cybersecurity Grant Program,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.fema.gov/grants/preparedness/tribal-cybersecurity,4,False,False,False,False
REVIEW-USDA-FNA-SUMMER-EBT-TRIBAL-A-B8B108,USDA-FNA-SUMMER-EBT-TRIBAL-A-B8B108,USDA FNA Summer EBT (tribal administration),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,UNKNOWN - not verified,4,False,False,False,False
REVIEW-USDA-NRCS-FSA-FOREST-SERVICE-A176C4,USDA-NRCS-FSA-FOREST-SERVICE-A176C4,USDA NRCS / FSA / Forest Service tribal programs,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,UNKNOWN - not verified,4,False,False,False,False
REVIEW-USGS-TRIBAL-FUNDING-A2DBD3,USGS-TRIBAL-FUNDING-A2DBD3,USGS tribal funding,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.usgs.gov/office-of-tribal-relations,4,False,False,False,False
REVIEW-GRANTS-GOV-RSS-FEEDS-514B05,GRANTS-GOV-RSS-FEEDS-514B05,Grants.gov RSS feeds,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.grants.gov/rss/GG_NewOppByAgency.xml,5,False,False,False,False
REVIEW-NIH-ERA-COMMONS-18D770,NIH-ERA-COMMONS-18D770,NIH eRA Commons,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.era.nih.gov/,5,False,False,False,False
REVIEW-THIRD-PARTY-GRANT-AGGREGATOR-EA29BD,THIRD-PARTY-GRANT-AGGREGATOR-EA29BD,Third-party grant aggregators,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,NA,5,False,False,False,False
